algorithm,runtime,log.runtime
2,36710,10.51080448
2,33999,10.43408639
2,37796,10.53995856
2,38097,10.54789082
1,250734,12.4321479
1,109855,11.60691659
2,39253,10.57778315
2,36732,10.51140359
2,46964,10.75713663
2,33235,10.41135882
2,42748,10.66307769
1,82610,11.32188602
1,120755,11.70151898
1,84790,11.34793289
1,86921,11.37275494
1,60889,11.01680781
2,33554,10.42091136
2,41434,10.63185708
1,111169,11.61880684
2,40545,10.61016775
2,37123,10.521992
1,77092,11.25275479
1,83673,11.33467162
1,86137,11.36369433
1,107242,11.58284324
1,131949,11.79017076
2,36073,10.49329994
1,89989,11.40744272
1,87703,11.38171139
2,42745,10.66300751
1,83507,11.33268574
2,40405,10.60670882
1,97877,11.49146687
2,38572,10.5602819
1,108949,11.59863516
1,92516,11.43513688
1,125167,11.73740412
1,88447,11.39015878
1,88485,11.39058833
2,41510,10.63368964
2,36612,10.50813133
1,88640,11.3923385
2,40551,10.61031572
2,39275,10.57834346
1,95387,11.46569758
1,116832,11.66849228
1,94995,11.46157954
2,41154,10.62507641
2,42170,10.64946435
2,41028,10.62201004
2,73781,11.20885652
2,36015,10.4916908
2,47674,10.77214145
1,128123,11.76074602
1,133266,11.80010241
2,40994,10.62118099
2,41258,10.62760031
2,37851,10.54141268
1,133131,11.79908888
2,37719,10.53791923
2,33135,10.4083454
2,43715,10.68544657
1,97248,11.4850197
1,79724,11.28632595
1,92677,11.43687561
1,111219,11.61925651
1,68723,11.13783921
1,84690,11.34675281
2,38515,10.55880305
2,33795,10.42806814
2,34955,10.4618168
2,41716,10.63864003
2,36343,10.50075689
1,79718,11.28625069
2,39254,10.57780863
1,72723,11.19441298
1,81153,11.30409154
2,41211,10.62646049
1,76730,11.24804805
1,87210,11.37607428
1,97868,11.49137491
2,39349,10.58022584
1,107595,11.58612946
1,87121,11.37505324
1,88931,11.39561607
1,92642,11.43649788
2,43417,10.67860635
2,37220,10.52460153
1,80837,11.30019006
2,41146,10.624882
1,65371,11.08783401
1,98203,11.49479204
2,35765,10.48472504
1,123071,11.7205167
1,84223,11.34122332
1,75246,11.22851803
2,38839,10.56718018
2,42197,10.65010441
2,32985,10.40380819
1,91093,11.41963624
1,104465,11.55660737
2,36134,10.49498953
1,79776,11.28697799
2,36901,10.51599393
2,35938,10.48955051
2,42985,10.6686065
1,78360,11.26906887
1,79745,11.28658932
2,37798,10.54001147
2,48725,10.79394752
1,89101,11.39752584
1,107544,11.58565535
1,74107,11.21326527
2,37857,10.54157118
1,79002,11.27722845
1,90778,11.41617224
2,36633,10.50870475
1,84563,11.3452521
1,118980,11.68671069
1,82708,11.32307161
1,95787,11.46988226
1,80137,11.29149295
2,34797,10.45728646
2,32427,10.38674669
2,37657,10.53627414
1,116318,11.6640831
1,95929,11.47136361
1,100458,11.51749501
1,124629,11.7330966
1,131247,11.78483632
2,36348,10.50089446
2,36589,10.50750293
2,36581,10.50728426
1,88967,11.39602079
2,29363,10.28749066
1,147918,11.90441335
2,41877,10.64249203
1,83428,11.33173926
1,116850,11.66864634
1,78770,11.27428749
2,37027,10.51940266
1,94124,11.45236834
1,108674,11.59610785
1,86542,11.36838512
1,93410,11.44475368
2,37539,10.53313567
1,89358,11.40040605
2,39154,10.57525787
2,39186,10.57607482
2,40587,10.6112031
2,34383,10.44531754
2,43295,10.67579243
1,89337,11.40017101
2,37731,10.53823732
1,67504,11.11994213
1,87793,11.38273705
1,95729,11.46927656
1,106740,11.57815125
1,87713,11.3818254
2,37803,10.54014374
1,107092,11.58144356
2,36895,10.51583132
1,69875,11.15446321
2,35443,10.47568105
2,38274,10.55252609
2,40152,10.60042753
2,38033,10.54620948
2,40813,10.61675594
1,80304,11.29357471
2,41099,10.62373907
2,40667,10.61317223
1,82034,11.31488907
2,38698,10.5635432
1,152512,11.93499856
1,70706,11.16628571
2,38029,10.54610431
2,41718,10.63868797
1,87109,11.37491549
1,75906,11.23725101
1,78100,11.26574534
2,34600,10.45160896
2,40443,10.60764885
2,37430,10.5302278
1,94247,11.45367427
2,36522,10.5056701
1,81735,11.31123759
2,38304,10.55330961
2,35861,10.48740563
2,41069,10.62300886
1,69667,11.15148203
2,38366,10.55492693
1,77292,11.25534574
2,43299,10.67588482
2,32986,10.40383851
2,34777,10.45671153
2,35892,10.48826971
2,36728,10.51129469
1,76075,11.23947497
1,97755,11.49021963
2,36939,10.51702318
2,39516,10.58446093
1,98212,11.49488369
2,35387,10.4740998
1,89752,11.40480559
2,37781,10.53956161
1,89663,11.40381348
1,76580,11.24609123
1,80720,11.29874166
2,34148,10.4384593
1,131380,11.78584917
1,91585,11.42502278
2,37493,10.53190953
2,40645,10.61263111
2,41235,10.62704269
1,103388,11.54624418
1,96785,11.4802473
2,33071,10.40641204
1,76946,11.25085916
2,36028,10.49205169
2,42990,10.66872281
1,90415,11.41216546
2,43718,10.6855152
2,37772,10.53932337
2,41135,10.62461462
2,40057,10.59805872
1,78376,11.26927304
1,86523,11.36816555
2,35215,10.46922741
1,115549,11.65744996
1,84669,11.34650482
1,82661,11.32250319
1,97125,11.48375409
1,59024,10.98569942
1,93440,11.4450748
2,43878,10.68916833
2,38813,10.56651052
2,35907,10.48868754
1,78167,11.26660284
1,87602,11.38055911
2,40054,10.59798382
1,91307,11.42198273
2,41534,10.63426765
2,35606,10.48026944
2,31039,10.34299976
2,42006,10.64556774
2,30061,10.31098393
2,41894,10.6428979
1,71183,11.1730093
2,34816,10.45783233
1,75371,11.23017786
1,126274,11.74620943
1,83770,11.33583023
1,85801,11.35978594
2,41278,10.62808495
1,85173,11.35243976
2,38872,10.56802948
2,39850,10.59287768
1,93656,11.44738377
1,87853,11.38342024
2,42264,10.65169094
2,41636,10.63672046
2,42787,10.6639896
2,39009,10.57154767
2,36473,10.50432754
1,81795,11.3119714
2,42956,10.66793161
1,88808,11.39423202
1,78523,11.27114685
1,83115,11.32798047
2,42301,10.65256601
2,34340,10.44406613
2,37857,10.54157118
1,66078,11.09859114
2,40516,10.60945224
2,34773,10.4565965
1,88630,11.39222568
1,106303,11.57404879
2,39149,10.57513016
2,42289,10.65228228
1,85583,11.35724194
1,121812,11.71023415
1,100930,11.52218249
2,43726,10.68569817
1,87811,11.38294206
1,83967,11.33817914
1,76550,11.2456994
2,29451,10.29048314
1,89138,11.39794101
1,111085,11.61805095
2,37401,10.52945272
2,34725,10.45521517
1,78873,11.27559424
1,80083,11.29081888
2,39626,10.58724075
1,80316,11.29372413
2,38852,10.56751483
2,31151,10.34660163
2,36673,10.50979607
1,82908,11.32548684
2,36321,10.50015137
1,72585,11.19251357
2,38179,10.55004091
1,78768,11.2742621
2,41986,10.64509151
2,42328,10.65320408
1,98322,11.49600309
2,36108,10.49426973
1,103402,11.54637958
2,40708,10.61417991
1,81229,11.30502761
1,88620,11.39211284
1,75999,11.23847546
1,83263,11.32975955
2,39955,10.5955091
1,86000,11.36210258
2,40044,10.59773413
1,88446,11.39014748
1,91608,11.42527388
2,39736,10.59001286
1,95861,11.4706545
1,107916,11.58910843
2,40334,10.60495006
2,40543,10.61011842
1,78067,11.26532271
1,82883,11.32518525
2,39628,10.58729122
1,69288,11.14602701
2,35222,10.46942617
1,91763,11.42696445
2,30910,10.33883504
2,43032,10.6696993
1,98469,11.49749706
1,74533,11.21899726
2,34427,10.44659642
2,37087,10.52102178
2,32152,10.37822994
1,76054,11.23919889
2,41757,10.63962238
1,97811,11.49079232
2,33138,10.40843594
2,46145,10.73954389
1,73284,11.20209758
2,37965,10.54441996
1,84561,11.34522845
2,38644,10.5621468
2,34794,10.45720024
1,80874,11.30064767
1,73023,11.19852974
1,78620,11.2723814
2,32302,10.38288443
2,36222,10.49742195
2,46490,10.74699251
2,42471,10.65657677
2,41845,10.64172759
2,43025,10.66953662
2,38033,10.54620948
1,74105,11.21323829
1,77248,11.2547763
2,38570,10.56023005
1,88278,11.3882462
1,75176,11.22758731
1,79610,11.28489499
2,41327,10.62927132
2,42755,10.66324143
2,39106,10.57403119
2,38009,10.54557825
1,94317,11.45441673
2,42019,10.64587718
1,70638,11.16532352
2,44228,10.69711335
2,41602,10.63590352
2,39397,10.58144495
1,85913,11.36109044
2,42241,10.65114659
1,127229,11.75374389
1,98046,11.49319204
2,40292,10.60390822
2,39794,10.59147143
1,84466,11.34410437
1,89926,11.40674239
2,43524,10.68106779
2,38376,10.55518754
2,36438,10.50336747
1,93685,11.44769337
1,126551,11.74840067
2,35371,10.47364755
1,85797,11.35973932
2,30209,10.31589517
2,43905,10.68978349
1,95411,11.46594915
1,84094,11.3396905
2,32260,10.38158335
1,72120,11.18608668
2,36329,10.5003716
1,75825,11.23618333
1,95049,11.46214783
2,34902,10.46029941
1,75508,11.23199389
2,41993,10.64525822
2,33547,10.42070272
1,96414,11.4764067
2,36620,10.50834982
2,35752,10.48436149
1,81770,11.31166571
1,100850,11.52138954
1,80753,11.29915039
1,70058,11.15707875
2,30671,10.33107286
1,104986,11.56158229
1,83683,11.33479113
2,35765,10.48472504
1,75213,11.22807937
2,32429,10.38680836
2,33239,10.41147916
1,90933,11.41787825
2,36891,10.5157229
1,70909,11.16915264
2,32898,10.40116714
2,37307,10.52693626
2,44012,10.6922176
2,39411,10.58180024
1,82938,11.32584862
1,78551,11.27150337
2,38057,10.54684031
1,99192,11.50481264
2,40925,10.6194964
2,45448,10.72432409
1,88005,11.38514891
2,41954,10.64432906
1,78427,11.26992353
2,38455,10.55724401
2,38594,10.5608521
2,40337,10.60502444
1,143870,11.87666539
2,42444,10.65594084
1,92664,11.43673533
2,40032,10.59743441
2,37085,10.52096785
1,126135,11.74510804
2,37212,10.52438657
2,36024,10.49194066
2,35281,10.47109985
1,82865,11.32496806
1,79759,11.28676487
2,31878,10.3696714
2,42840,10.66522752
1,70766,11.16713394
1,65896,11.09583302
1,82661,11.32250319
2,40898,10.61883644
2,30194,10.31539851
1,70376,11.16160757
1,89633,11.40347883
1,88496,11.39071263
1,91232,11.42116099
1,80014,11.2899569
2,38681,10.5631038
2,31379,10.35389416
2,39614,10.58693787
1,85255,11.35340204
2,42401,10.65492723
1,72351,11.18928455
2,40800,10.61643736
2,37159,10.52296128
1,97580,11.48842783
1,79225,11.28004718
2,40423,10.60715421
2,41082,10.62332535
2,36106,10.49421434
1,100301,11.51593094
2,38727,10.56429231
1,79321,11.28125819
1,79600,11.28476937
1,82891,11.32528177
2,35143,10.46718073
1,88411,11.38975168
1,85538,11.356716
1,74262,11.21535466
2,35765,10.48472504
2,40043,10.59770916
1,94660,11.4580468
2,40590,10.61127701
1,90615,11.41437504
1,96978,11.48223943
1,93353,11.44414329
1,153619,11.94223079
1,154092,11.94530511
2,38112,10.54828447
1,80471,11.29565215
2,36978,10.51807842
2,37061,10.52032048
2,42667,10.66118107
2,41695,10.6381365
2,35243,10.47002221
1,83915,11.33755966
2,39786,10.59127037
1,73565,11.20592465
2,30869,10.33750772
2,40317,10.6045285
2,30264,10.31771417
1,76976,11.25124896
1,76300,11.24242822
1,80562,11.29678235
2,46782,10.75325379
1,80119,11.29126831
1,97374,11.48631451
2,40340,10.60509881
2,35444,10.47570927
2,35528,10.4780764
1,77281,11.25520341
2,38735,10.56449886
2,35225,10.46951134
2,34248,10.44138345
2,37607,10.53494548
1,86181,11.36420501
2,37243,10.52521929
2,40103,10.59920642
2,31468,10.35672644
1,83725,11.3352929
2,40503,10.60913132
2,34969,10.46221723
1,86280,11.3653531
1,81169,11.30428868
2,37371,10.52865028
1,93290,11.4434682
1,91793,11.42729132
2,39932,10.59493329
1,83299,11.33019182
1,82720,11.32321669
1,89803,11.40537366
1,147847,11.90393323
1,81804,11.31208142
1,90033,11.40793155
1,87656,11.38117534
1,84369,11.34295531
1,91075,11.41943862
1,121104,11.70440496
2,32562,10.39090124
2,43901,10.68969238
1,84062,11.3393099
2,36358,10.50116954
1,90197,11.40975145
2,40890,10.61864081
2,36286,10.49918727
2,43172,10.67294742
1,79690,11.28589939
2,36503,10.50514973
2,29840,10.30360505
1,65095,11.08360302
2,41448,10.63219491
1,71536,11.1779561
2,38590,10.56074845
2,33570,10.42138809
2,37681,10.53691127
1,85592,11.3573471
1,68144,11.12937839
1,99456,11.50747061
2,41674,10.63763271
2,38179,10.55004091
1,80527,11.29634781
2,35166,10.46783499
2,39512,10.5843597
2,38598,10.56095574
2,31401,10.35459502
1,89674,11.40393615
1,100234,11.51526273
2,34500,10.4487146
2,39991,10.59640971
2,38490,10.55815375
1,96186,11.4740391
2,35577,10.47945464
1,81185,11.30448578
2,40025,10.59725954
2,40848,10.61761314
2,40335,10.60497486
2,31698,10.36400887
1,79950,11.28915672
2,37021,10.5192406
1,93185,11.44234204
1,91989,11.42942428
2,40295,10.60398267
2,35182,10.46828987
1,85887,11.36078776
1,132035,11.79082232
1,90813,11.41655773
1,99956,11.51248537
1,98472,11.49752752
2,40018,10.59708463
2,39918,10.59458263
2,39705,10.5892324
2,41154,10.62507641
1,100193,11.5148536
2,34871,10.45941082
1,115017,11.65283522
1,130202,11.77684237
2,42694,10.66181367
2,35916,10.48893816
1,87799,11.38280539
2,41849,10.64182318
1,85622,11.35769754
1,43923,10.69019338
2,40760,10.61545649
1,74589,11.21974832
1,66276,11.10158312
2,38328,10.55393598
1,72028,11.18481021
2,41859,10.64206211
1,84247,11.34150824
2,31133,10.34602363
2,38769,10.56537624
1,74722,11.22152984
2,36500,10.50506754
2,30618,10.32934335
1,79798,11.28725372
2,39387,10.58119109
1,70356,11.16132335
1,92461,11.43454221
2,45253,10.72002425
2,39600,10.5865844
2,34078,10.43640729
2,40466,10.60821739
2,36030,10.4921072
2,36065,10.49307814
2,37135,10.5223152
2,41157,10.6251493
1,75383,11.23033706
1,85489,11.35614299
1,88528,11.39107417
1,81270,11.30553222
1,184542,12.12563236
1,87147,11.37535163
1,122522,11.71604588
1,138615,11.83945558
1,68663,11.13696576
2,35445,10.47573748
2,36925,10.51664411
2,36682,10.51004145
2,41852,10.64189486
2,39128,10.5745936
1,93434,11.44501058
2,38225,10.55124503
2,35693,10.48270987
1,138145,11.83605914
2,77553,11.25871685
2,34830,10.45823436
2,32913,10.401623
1,76164,11.24064419
1,81238,11.3051384
2,37372,10.52867704
1,88155,11.38685191
1,83779,11.33593766
1,89413,11.40102136
1,72759,11.19490789
1,79325,11.28130862
2,41720,10.63873591
2,32798,10.39812282
1,72445,11.19058293
1,89325,11.40003668
2,35279,10.47104317
2,43963,10.69110365
2,31514,10.35818717
2,39529,10.58478986
1,77412,11.25689709
1,77723,11.2609065
2,35275,10.47092978
1,90281,11.41068231
1,82835,11.32460596
1,78187,11.26685867
1,83375,11.33110378
2,33863,10.43007825
1,86969,11.37330701
1,80239,11.29276496
1,159489,11.97973023
2,40394,10.60643654
2,39886,10.59378066
1,85500,11.35627165
2,35485,10.47686535
1,90491,11.41300568
1,71187,11.1730655
1,78465,11.27040794
1,81885,11.3130711
1,96809,11.48049524
1,89276,11.39948797
1,82065,11.3152669
1,75760,11.23532573
2,42784,10.66391948
2,43974,10.69135383
2,38311,10.55349234
2,37585,10.53436031
2,37104,10.52148006
2,41797,10.64057985
2,40482,10.60861271
1,139232,11.84389689
1,138035,11.83526256
2,33402,10.41637106
2,39044,10.57244449
1,75867,11.23673709
1,102486,11.53748148
2,39447,10.58271328
2,33991,10.43385106
2,32096,10.37648669
2,40400,10.60658506
1,89438,11.40130093
2,40185,10.60124907
2,37490,10.53182951
2,39806,10.59177293
2,31699,10.36404041
2,40446,10.60772303
2,31479,10.35707594
2,42187,10.6498674
2,31654,10.3626198
1,99335,11.50625326
1,85627,11.35775593
2,36218,10.49731151
1,87287,11.37695682
2,36648,10.50911414
2,35715,10.48332605
2,40906,10.61903203
1,81703,11.310846
2,33910,10.43146524
2,39503,10.5841319
2,35976,10.49060733
1,79474,11.2831852
1,133680,11.80320416
2,41394,10.63089122
2,40278,10.60356069
2,40413,10.60690679
2,38894,10.56859528
2,39556,10.58547267
2,35292,10.47141159
2,38641,10.56206917
2,40326,10.6047517
2,40739,10.61494114
2,33898,10.43111129
1,82230,11.31727548
1,98555,11.49837005
1,86192,11.36433264
2,38606,10.56116298
1,83060,11.32731852
1,101889,11.53163926
1,78553,11.27152884
1,95800,11.47001796
2,48280,10.78477268
1,107078,11.58131282
2,51204,10.84357293
2,44738,10.70857853
1,102306,11.5357236
2,38333,10.55406642
1,97104,11.48353785
1,140619,11.85380938
2,36171,10.49601297
2,32987,10.40386882
2,35191,10.46854565
1,81162,11.30420244
2,42329,10.65322771
2,37702,10.53746842
2,39772,10.59091843
1,72927,11.19721422
1,67702,11.122871
1,106206,11.57313588
2,32241,10.38099421
1,78236,11.26748518
1,87752,11.38226993
2,36220,10.49736673
1,90269,11.41054938
1,95753,11.46952724
1,97734,11.49000478
2,39272,10.57826708
1,74592,11.21978854
1,83312,11.33034788
1,89571,11.40278689
1,147506,11.90162413
1,77003,11.25159966
1,84535,11.34492093
2,35781,10.48517231
2,35325,10.47234621
1,83648,11.3343728
1,87111,11.37493845
1,94983,11.46145321
2,37061,10.52032048
2,35245,10.47007895
1,89120,11.39773906
1,90746,11.41581967
1,91940,11.42889147
2,36148,10.4953769
1,82027,11.31480374
2,37982,10.54486764
2,36252,10.49824983
2,36976,10.51802433
1,74879,11.22362876
2,35857,10.48729408
2,74486,11.21836647
2,36241,10.49794635
2,43080,10.67081413
2,35308,10.47186485
1,80301,11.29353735
2,35708,10.48313003
1,70763,11.16709154
1,75615,11.23340996
1,95606,11.46799086
2,44140,10.69512168
1,131399,11.78599377
2,39832,10.59242589
1,73691,11.20763595
2,31836,10.368353
2,36842,10.51439378
1,67905,11.12586495
2,38052,10.54670892
2,40640,10.61250808
2,35578,10.47948275
1,83300,11.33020383
2,38578,10.56043744
2,38779,10.56563414
2,28148,10.24523158
1,76790,11.2488297
1,90466,11.41272937
1,81342,11.30641777
1,111660,11.62321382
1,105425,11.56575508
2,39951,10.59540898
2,29562,10.29424503
2,40269,10.60333722
1,57196,10.95423924
1,98207,11.49483277
2,36184,10.49637231
1,77969,11.26406659
1,95120,11.46289453
1,93566,11.44642235
2,41210,10.62643622
2,38977,10.57072701
2,42136,10.64865776
2,46500,10.74720759
2,37177,10.52344557
2,37324,10.52739183
2,33685,10.42480791
2,39082,10.57341728
2,34875,10.45952552
2,39452,10.58284002
1,81710,11.31093167
1,87766,11.38242946
1,81952,11.31388899
2,38097,10.54789082
2,43481,10.68007934
1,107398,11.58429684
1,152863,11.93729737
2,42688,10.66167313
2,34579,10.45100184
2,87336,11.37751803
1,74536,11.21903751
2,42314,10.65287328
1,77815,11.26208949
2,33369,10.4153826
2,33800,10.42821608
1,99933,11.51225524
1,99932,11.51224523
1,72579,11.1924309
2,38360,10.55477053
2,33067,10.40629109
2,37562,10.53374818
1,86987,11.37351396
1,69355,11.14699352
2,39594,10.58643287
2,36453,10.50377904
2,35892,10.48826971
2,40711,10.61425361
2,35958,10.49010687
2,50188,10.82353123
1,119782,11.6934287
1,91859,11.42801007
2,39490,10.58380275
1,86359,11.36626831
2,36138,10.49510022
1,88514,11.39091601
1,63482,11.05851168
2,32571,10.3911776
2,42148,10.64894251
1,72933,11.19729649
1,109128,11.60027678
2,34934,10.46121585
2,39849,10.59285259
1,109442,11.60315001
2,40584,10.61112918
1,120948,11.70311598
1,168818,12.03657649
1,101385,11.52668043
1,92343,11.43326518
2,57606,10.96138201
2,58012,10.96840516
2,44924,10.71272745
2,32584,10.39157665
2,30051,10.31065122
2,34092,10.43681803
2,36318,10.50006877
2,38873,10.5680552
1,87707,11.38175699
2,34359,10.44461927
2,37213,10.52441344
2,44067,10.69346648
1,87338,11.37754093
1,134795,11.81151038
1,125967,11.74377525
2,54900,10.91326863
1,127314,11.75441175
2,44084,10.69385218
1,159290,11.97848172
2,42861,10.6657176
2,37313,10.52709707
1,90531,11.41344761
1,118032,11.67871105
1,135855,11.81934342
2,41767,10.63986183
1,108411,11.59368484
1,112889,11.63416031
2,35692,10.48268185
2,38327,10.55390989
2,36380,10.50177445
2,42623,10.66014929
2,35679,10.48231756
2,32396,10.38579024
1,96663,11.47898598
2,37059,10.52026652
1,81167,11.30426404
1,88819,11.39435587
2,41650,10.63705665
1,85360,11.35463289
2,36392,10.50210425
1,104359,11.55559216
2,38633,10.56186211
1,63786,11.06328901
1,76332,11.24284753
2,43583,10.68242245
1,135102,11.81378533
2,37506,10.5322562
1,69232,11.14521846
1,146276,11.89325053
1,94995,11.46157954
1,93771,11.44861092
1,93898,11.44996437
2,42369,10.65417224
1,79955,11.28921926
1,89622,11.4033561
1,83775,11.33588991
2,34710,10.45478311
2,44589,10.70524247
1,86446,11.36727522
1,87916,11.38413709
2,43673,10.68448534
2,42722,10.66246929
2,39012,10.57162457
2,42475,10.65667095
1,83422,11.33166734
2,38065,10.5470505
1,83206,11.32907474
1,119061,11.68739125
1,143812,11.87626217
1,103485,11.54718195
1,113707,11.64138024
1,103202,11.54444351
2,37691,10.53717662
2,37148,10.52266521
1,97374,11.48631451
1,79035,11.27764607
1,79882,11.28830582
2,41789,10.64038843
1,86050,11.3626838
2,42685,10.66160285
2,36697,10.51045029
2,40394,10.60643654
2,37431,10.53025452
1,86868,11.372145
2,36818,10.51374214
2,35943,10.48968963
1,81949,11.31385238
1,93574,11.44650785
1,82589,11.32163178
2,29495,10.29197604
2,37114,10.52174954
2,33000,10.40426284
2,39607,10.58676115
2,42875,10.66604418
1,82254,11.3175673
2,37827,10.54077841
1,117577,11.67484872
2,40047,10.59780904
2,35107,10.46615582
1,70078,11.15736419
2,40698,10.61393423
2,39151,10.57518124
1,94017,11.4512309
1,130035,11.77555892
1,76528,11.24541197
1,92732,11.43746889
1,82190,11.31678892
1,66623,11.10680514
1,91031,11.41895539
2,31750,10.365648
1,78762,11.27418593
2,40714,10.61432729
1,83696,11.33494647
1,77860,11.26266762
1,82335,11.31855157
1,81598,11.30956003
